order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
948923,55269,train,14,0,15,30
783339,55406,train,6,2,20,30
2233883,55481,train,8,0,16,20
3330540,55736,train,4,0,13,30
2930482,55748,train,8,1,1,30
1476584,55914,train,33,6,11,7
3355152,55961,train,12,0,16,6
1229547,56014,train,47,0,18,6
2589988,56040,train,27,3,15,7
1658163,56160,train,12,0,8,1
2173360,56420,train,11,6,14,12
890484,56486,train,5,3,14,30
412405,56487,train,39,0,8,30
1699045,56548,train,14,2,7,10
1455034,56550,train,37,4,15,7
541933,56634,train,14,1,12,2
1001621,56652,train,27,0,20,18
2331827,56703,train,10,1,13,30
1500461,56956,train,13,1,13,11
2854969,57005,train,11,1,9,20
1387646,57066,train,6,0,14,1
894617,57318,train,7,0,16,11
2865125,57512,train,66,6,17,6
3121302,57897,train,44,4,19,22
1224975,57950,train,4,3,14,22
1941094,57964,train,6,0,13,30
3310541,58086,train,17,1,14,27
336192,58146,train,49,1,14,9
2037996,58323,train,8,4,17,30
2063145,58428,train,14,6,16,30
2052796,58515,train,13,5,8,7
555581,58570,train,4,1,11,18
3197072,58579,train,4,0,8,28
978475,58648,train,12,5,7,4
3320651,58719,train,24,1,12,30
2211703,58728,train,32,0,16,7
3128469,58787,train,7,0,11,30
931827,58814,train,15,0,20,2
2788490,58826,train,11,1,21,23
671270,59110,train,5,5,18,10
425592,59129,train,5,0,22,30
3041233,59166,train,8,1,10,25
1975156,59189,train,11,0,12,30
2768832,59439,train,12,6,19,30
1190887,59448,train,14,1,12,11
2636741,59470,train,9,0,22,16
2104977,59521,train,6,6,19,8
266930,59639,train,4,0,10,30
3358701,59721,train,13,6,11,26
1489545,59746,train,28,5,16,25
593239,59837,train,37,0,15,7
364582,59839,train,5,3,12,17
556498,60041,train,5,0,22,11
733473,60050,train,10,6,12,7
1988698,60058,train,5,6,16,29
1341323,60132,train,39,2,15,8
2190408,60134,train,21,5,19,3
404794,60210,train,91,0,20,1
2746521,60272,train,38,0,7,6
1099741,60295,train,4,0,8,8
2209395,60397,train,14,0,10,7
607550,60547,train,10,0,12,6
3054797,60719,train,6,5,12,30
17973,60726,train,12,3,9,7
172736,60738,train,11,2,14,30
2301112,60859,train,31,4,14,13
1295756,60961,train,24,1,15,9
3393506,61032,train,4,1,18,30
1017914,61306,train,85,5,11,3
822017,61309,train,6,4,22,0
993403,61310,train,16,0,19,7
2255696,61412,train,18,5,14,29
455029,61427,train,6,5,14,5
2799612,61594,train,7,0,8,14
2894097,61694,train,18,6,7,12
918803,61709,train,11,3,15,9
2560340,61788,train,16,3,15,30
941431,61803,train,7,1,9,12
3211730,61870,train,19,6,16,26
1385174,61907,train,17,6,11,16
2922266,61950,train,7,6,18,27
562295,62131,train,39,5,18,7
851480,62152,train,12,5,10,21
2011084,62173,train,11,0,9,13
1928797,62198,train,4,4,16,30
1011303,62337,train,12,5,17,30
815161,62589,train,11,3,17,5
111661,62642,train,19,2,16,7
3241461,62645,train,72,4,22,6
2979827,62878,train,28,4,10,30
248069,62906,train,21,0,8,7
2095696,62933,train,9,0,7,24
1469840,62971,train,32,5,23,6
1219929,63114,train,46,6,22,7
26318,63226,train,36,5,19,7
1314323,63261,train,29,6,16,6
2528220,63264,train,9,2,18,8
1315474,63374,train,18,2,22,23
2203380,63375,train,15,5,20,19
1964705,63413,train,13,3,8,1
3359968,63424,train,23,3,16,17
76249,63447,train,4,5,12,30
949182,63458,train,25,1,18,9
689047,63516,train,8,6,9,30
1655563,63588,train,10,1,11,7
3257487,63608,train,10,2,14,15
2240614,63679,train,4,3,16,30
57969,63997,train,18,2,22,9
654955,64012,train,14,1,13,30
1189009,64068,train,13,1,11,7
1483968,64104,train,4,0,8,3
2449092,64203,train,14,0,8,20
499716,64410,train,27,0,20,21
890131,64448,train,14,4,20,6
1276175,64455,train,38,5,15,4
1529874,64479,train,10,5,8,13
2719945,64543,train,5,5,15,7
1620314,64561,train,7,2,12,7
1031188,64658,train,18,6,18,10
1029535,64686,train,6,4,10,28
225335,64811,train,27,0,14,30
2221060,64887,train,17,5,10,3
1680811,64933,train,9,4,12,11
3117330,64967,train,23,2,17,23
962516,64993,train,13,0,19,7
2437543,65102,train,14,6,16,6
1840937,65235,train,9,5,18,14
2548840,65276,train,7,3,13,8
1757358,65277,train,5,6,13,30
2406282,65306,train,66,4,20,4
568203,65375,train,10,5,23,30
33001,65557,train,13,1,16,30
3333354,65640,train,25,6,15,0
2191771,65649,train,8,1,7,12
3047430,65653,train,10,6,11,30
779687,65658,train,8,4,9,9
97455,65774,train,6,0,20,20
918995,65811,train,12,3,17,4
870033,65818,train,12,2,16,9
1611735,65843,train,26,1,13,30
841585,65898,train,5,0,8,28
3129899,66015,train,11,3,13,30
1301882,66192,train,28,6,17,21
1289947,66309,train,4,3,13,30
2275990,66465,train,80,6,19,4
2683512,66493,train,4,6,18,23
276574,66649,train,4,3,9,30
1591687,66677,train,13,5,16,30
1945963,66689,train,35,1,23,3
3118572,66733,train,6,3,19,7
1201039,66760,train,7,4,9,30
992816,66830,train,13,2,21,29
3246256,66981,train,5,6,13,30
2057284,67000,train,4,1,8,30
2085476,67108,train,8,6,10,2
1312449,67127,train,11,6,6,7
344642,67128,train,5,0,12,7
1969516,67269,train,40,3,16,9
1150855,67270,train,44,0,17,6
1709564,67469,train,7,6,18,21
2930731,67591,train,18,0,12,7
3325666,67626,train,41,0,10,6
2483596,67661,train,33,0,16,10
112667,67830,train,5,3,10,30
637716,67868,train,39,0,18,5
887177,67947,train,13,2,16,5
1795417,68339,train,8,1,18,30
2200872,68379,train,24,3,20,16
2635178,68396,train,6,4,20,30
136917,68475,train,16,3,14,22
295510,68502,train,27,5,12,12
2254359,68655,train,5,1,23,30
1518754,68689,train,6,4,19,30
3376976,68691,train,5,6,16,30
2409841,68819,train,13,6,12,30
1708223,68855,train,6,4,18,12
2715415,68909,train,4,4,14,30
1837843,68925,train,4,0,21,30
3008145,69068,train,4,3,20,30
2486749,69140,train,8,2,16,27
840922,69246,train,39,0,11,5
3284853,69282,train,4,3,13,8
564063,69301,train,4,5,18,30
2228820,69330,train,4,2,13,30
722498,69723,train,21,0,14,7
1917882,69865,train,8,0,13,9
1250419,69937,train,29,6,18,12
741563,70009,train,29,4,14,4
1766563,70039,train,27,2,2,7
2319159,70071,train,5,3,8,28
3233932,70114,train,27,1,18,12
2272463,70202,train,57,6,9,8
2036041,70291,train,6,6,16,1
3407782,70461,train,18,3,12,14
3041198,70497,train,5,5,17,30
3212419,70571,train,6,5,14,22
1220615,70590,train,4,2,18,8
598001,70644,train,23,2,15,7
725345,70710,train,21,2,17,8
1095885,70766,train,10,6,12,30
2541752,70815,train,4,1,9,0
2474172,70883,train,27,0,18,19
291687,70981,train,11,4,14,14
237738,70999,train,15,1,11,1
2592096,71137,train,26,1,9,4
3166076,71238,train,9,4,19,30
390101,71335,train,16,2,8,13
764675,71359,train,11,4,14,30
755216,71369,train,5,0,12,1
2673760,71397,train,12,0,17,30
3068504,71467,train,9,0,7,18
1713022,71495,train,7,5,9,5
2608232,71553,train,13,1,1,11
2498854,71577,train,34,0,14,12
577269,71600,train,6,0,14,30
1688121,71611,train,33,5,16,13
2791601,71636,train,4,4,17,25
2163477,71805,train,5,1,7,30
2958473,71874,train,4,0,11,30
2326916,71888,train,14,0,11,6
1427924,71915,train,27,3,16,7
1545596,71971,train,5,4,23,13
543096,72098,train,21,6,11,17
852935,72158,train,11,0,18,14
2378435,72231,train,46,4,19,10
1354585,72247,train,29,0,8,8
1675769,72302,train,12,6,10,30
2286790,72566,train,5,1,11,12
309379,72600,train,7,6,7,5
3285238,72719,train,7,0,14,30
3249042,72848,train,27,3,16,9
1163680,72892,train,4,4,22,5
2543486,73016,train,6,6,9,19
285231,73063,train,4,6,11,30
2827780,73084,train,79,0,7,8
1365145,73203,train,8,5,17,30
471346,73217,train,16,1,17,8
1443712,73241,train,4,3,17,30
2751548,73307,train,14,4,15,30
3214480,73331,train,5,3,14,30
2234294,73386,train,4,2,16,30
3176792,73518,train,6,0,11,30
3164360,73531,train,25,2,20,5
2264166,73555,train,7,3,9,8
2134877,73619,train,6,3,8,17
2676810,73985,train,4,5,10,10
477931,74006,train,24,4,15,13
130920,74048,train,5,6,14,29
2546277,74094,train,19,4,17,13
1310457,74099,train,32,3,12,2
2459609,74133,train,16,5,17,24
1125368,74136,train,4,3,17,30
644501,74179,train,4,2,8,25
2469742,74184,train,17,3,11,16
1682573,74214,train,4,0,10,25
1902858,74226,train,36,5,10,8
1108968,74232,train,21,6,13,13
2970017,74266,train,4,6,11,30
2966909,74312,train,9,6,14,29
297586,74335,train,7,6,22,4
1644867,74498,train,11,0,1,16
954206,74530,train,50,6,16,6
511042,74645,train,10,0,9,17
3320610,74650,train,16,1,10,6
2610040,74808,train,23,0,16,20
1526081,74916,train,34,0,18,22
903162,75007,train,6,0,9,30
2272393,75031,train,56,5,14,1
1845506,75044,train,5,0,15,7
728096,75061,train,17,3,19,8
2259437,75117,train,23,4,1,11
1512469,75150,train,13,4,14,0
2015262,75258,train,4,0,23,27
903541,75275,train,22,6,17,8
644300,75304,train,37,5,8,9
86834,75333,train,80,6,20,2
1435511,75406,train,5,4,13,24
172545,75468,train,16,5,17,30
2123345,75537,train,4,4,7,18
2313597,75550,train,5,0,11,30
81117,75566,train,9,0,17,26
2288792,75770,train,32,0,12,7
426527,75837,train,31,0,23,6
1041848,75984,train,6,0,14,30
2974484,76025,train,10,0,21,6
2472313,76065,train,17,0,15,8
569915,76308,train,4,0,13,30
2237873,76332,train,18,2,21,30
850755,76364,train,5,2,9,29
2037612,76496,train,4,0,17,30
383692,76541,train,6,3,16,30
2453344,76544,train,6,3,8,8
43722,76551,train,5,1,11,4
2381101,76580,train,10,4,19,13
2073675,76751,train,5,3,13,30
3263812,76788,train,11,4,10,9
3372838,76798,train,9,3,11,14
2922492,76877,train,6,5,9,11
428093,76901,train,53,4,15,14
3182466,77028,train,45,2,16,5
598401,77096,train,15,1,17,27
1581095,77180,train,10,2,9,30
1958771,77245,train,13,5,11,3
3343536,77344,train,12,0,14,30
1593064,77361,train,28,0,14,25
387848,77564,train,7,4,14,30
2331854,77828,train,7,6,17,8
3066076,77882,train,13,0,13,7
1440117,77919,train,5,6,19,30
239146,77934,train,6,4,13,19
191457,77991,train,18,6,18,12
3191317,78101,train,12,6,17,7
676180,78243,train,49,0,16,4
360755,78283,train,30,5,8,24
238127,78321,train,66,6,16,3
1391578,78393,train,5,2,1,30
659477,78429,train,15,4,17,12
1482104,78437,train,5,5,16,30
1969961,78598,train,36,5,13,6
1810646,78652,train,4,0,12,28
3116788,78686,train,41,0,16,6
2619573,78814,train,4,6,21,6
3394025,78820,train,4,0,11,30
280429,78836,train,41,5,16,6
453759,78900,train,29,0,11,21
3236783,78969,train,8,0,10,30
2711463,78982,train,5,1,11,8
1561684,78994,train,33,6,23,19
860718,79059,train,4,4,9,23
736545,79074,train,8,5,12,6
2808014,79094,train,6,0,21,26
2028964,79289,train,83,3,17,6
132055,79465,train,15,0,12,28
2055066,79589,train,4,0,12,30
1979263,79674,train,6,1,9,15
1380041,79758,train,7,5,14,18
796560,79773,train,4,4,9,18
1762173,79779,train,9,5,15,30
2563758,79845,train,22,4,8,4
529113,79874,train,4,6,19,4
2455822,79919,train,18,4,9,8
1149533,79986,train,20,2,20,15
2368422,80005,train,38,1,7,25
808857,80104,train,4,1,13,30
1983833,80109,train,13,2,21,1
1375864,80641,train,17,1,10,5
239449,80724,train,10,2,9,30
730854,80760,train,14,6,15,18
216482,80767,train,10,0,14,23
1379236,80870,train,4,3,12,0
804306,80923,train,25,3,16,8
913804,80974,train,5,1,20,5
2001987,80998,train,8,2,7,5
527945,81029,train,9,6,11,30
2483317,81049,train,35,4,16,10
401586,81105,train,20,6,11,9
1329262,81165,train,12,1,17,30
344376,81227,train,11,5,13,12
402814,81261,train,30,2,16,20
556122,81270,train,7,1,15,30
2550921,81341,train,4,0,8,10
2320248,81380,train,5,5,13,20
2036604,81527,train,57,1,6,8
2476974,81538,train,11,6,16,28
14454,81669,train,33,5,9,11
334643,81682,train,10,4,6,30
1581476,81712,train,9,1,11,30
1376589,81932,train,17,4,18,19
201073,81971,train,18,4,19,5
603384,82085,train,57,5,16,22
2946631,82093,train,15,1,20,14
1306897,82122,train,38,5,17,3
18915,82284,train,9,0,17,17
222674,82495,train,14,6,16,30
2790111,82571,train,4,2,18,26
3000463,82590,train,11,1,9,14
2392826,82654,train,9,6,16,30
3234225,82682,train,7,0,13,30
16097,82764,train,28,2,17,3
2623242,83119,train,12,3,9,30
660514,83184,train,4,1,13,5
2681880,83320,train,5,3,11,15
3419158,83354,train,10,5,7,4
798068,83553,train,5,1,10,13
1559569,83650,train,7,0,8,7
3126571,83751,train,9,0,8,29
2640621,83881,train,9,0,23,17
24968,84031,train,22,1,23,28
2810489,84087,train,16,5,6,30
1676587,84140,train,4,6,9,30
856987,84147,train,24,0,21,6
3083761,84304,train,24,1,18,4
1049709,84397,train,65,4,12,8
2408705,84524,train,10,2,9,28
1588362,84598,train,6,5,20,6
3246632,84623,train,69,2,19,7
2667079,84652,train,86,1,16,1
2524720,84678,train,5,3,11,30
1953041,84815,train,10,0,8,22
2938296,84821,train,21,6,14,21
467591,84865,train,16,1,17,29
3088960,84964,train,54,5,16,21
486388,85037,train,11,0,9,30
6842,85112,train,25,6,13,24
168237,85163,train,17,5,14,30
1886120,85164,train,12,0,11,30
1999934,85191,train,9,6,13,6
2009673,85426,train,9,1,9,30
68923,85523,train,51,6,12,7
1400434,85563,train,52,2,23,16
2349884,85841,train,7,6,12,30
1764224,85848,train,13,5,15,30
3254869,86028,train,24,6,0,17
2013896,86099,train,9,1,16,9
1927523,86118,train,4,5,19,13
954899,86167,train,10,5,17,9
2520526,86209,train,13,0,16,7
530848,86280,train,30,4,12,17
1129422,86425,train,61,0,19,1
1049343,86466,train,17,3,10,27
1196371,86554,train,5,0,15,20
3044116,86632,train,10,1,0,21
245179,86662,train,4,5,21,30
2500369,86789,train,9,3,11,4
830097,86824,train,19,3,19,27
2772173,86888,train,10,6,7,30
2627956,86904,train,6,2,16,9
2158760,86997,train,24,0,12,7
2911059,87006,train,12,3,14,30
621694,87052,train,21,0,10,19
2359582,87249,train,23,4,11,30
1053278,87263,train,9,5,15,30
241717,87351,train,69,1,14,26
191784,87441,train,33,5,14,9
3259657,87452,train,4,1,16,30
1909334,87468,train,4,5,12,8
2148281,87549,train,27,3,16,12
2183980,87561,train,23,4,17,6
2196203,87571,train,8,4,17,5
3419156,87576,train,8,6,11,30
406500,87606,train,4,1,12,28
1991115,87631,train,12,2,11,16
1970486,87680,train,95,3,16,1
544693,87749,train,35,3,11,30
1257305,87919,train,46,3,19,17
2545817,88024,train,10,2,16,4
1026705,88030,train,8,2,13,30
3252954,88036,train,7,0,10,25
85920,88041,train,11,3,14,10
951085,88055,train,7,3,14,30
2054400,88078,train,24,0,15,13
2890510,88117,train,5,3,11,4
1472095,88244,train,7,1,11,22
2589419,88417,train,13,6,7,16
422787,88468,train,49,1,0,15
1591262,88657,train,6,1,17,13
1403436,88692,train,4,1,10,30
1414658,88727,train,7,2,17,9
2211167,88832,train,15,4,14,27
1092827,88907,train,20,5,18,12
2462343,88990,train,32,5,7,11
1305516,89105,train,7,3,10,30
2673128,89168,train,6,6,18,30
1751595,89183,train,6,3,10,30
2956167,89307,train,59,0,10,15
2119252,89349,train,54,1,10,7
2009327,89418,train,6,3,7,8
1874940,89430,train,8,6,18,0
677378,89450,train,26,5,19,9
2995655,89458,train,13,6,18,6
848928,89459,train,33,0,11,7
3117922,89487,train,20,2,13,11
1704886,89492,train,9,5,18,21
546132,89502,train,10,4,17,2
1893080,89525,train,9,2,18,30
60372,89591,train,11,1,10,20
176435,89629,train,14,0,21,25
2350653,89688,train,5,6,11,14
640063,89696,train,4,1,16,30
2000849,89714,train,14,0,8,28
2389994,90138,train,27,5,16,4
2365068,90230,train,7,4,10,30
970215,90233,train,6,4,13,29
3300549,90310,train,5,3,16,17
3277442,90370,train,4,1,17,30
1162020,90397,train,8,2,11,30
986202,90455,train,11,0,19,21
920634,90472,train,6,5,12,30
2926001,90498,train,67,5,17,10
1003458,90633,train,4,5,11,30
2370731,90721,train,41,6,8,22
81691,90774,train,4,5,12,30
2670243,90860,train,58,1,13,4
1718286,90994,train,14,0,13,10
1173986,91252,train,4,3,16,18
1523973,91435,train,10,2,23,9
3119955,91443,train,15,4,8,3
104965,91452,train,21,6,11,12
2102129,91518,train,9,3,17,30
3029722,91656,train,17,1,11,21
2405942,91701,train,10,5,13,30
2587546,91705,train,6,0,10,30
1805024,91780,train,6,4,17,6
1410433,91901,train,5,1,13,30
934399,91953,train,11,1,19,15
1557482,92103,train,11,0,11,30
2793613,92116,train,10,6,11,30
3061800,92552,train,10,3,9,14
2063183,92706,train,49,4,14,15
2406264,92726,train,6,4,13,10
1682847,92755,train,5,0,12,7
3044128,92792,train,7,3,8,25
186104,92799,train,47,0,15,7
2161862,92930,train,5,5,17,30
102758,93012,train,27,0,12,11
408369,93088,train,32,5,15,9
2963483,93113,train,22,3,12,9
805694,93177,train,12,1,15,13
551676,93242,train,8,1,12,29
326986,93295,train,12,2,14,10
713199,93316,train,22,0,12,13
3117749,93343,train,45,0,19,5
908061,93412,train,6,6,11,13
1669711,93432,train,9,0,11,30
3367078,93440,train,51,6,10,4
1914478,93491,train,6,4,18,24
1520876,93504,train,25,0,13,13
514671,93514,train,5,5,6,30
339240,93530,train,13,6,17,21
540993,93546,train,4,4,17,13
1308091,93665,train,9,3,19,18
2324483,93732,train,4,1,12,30
1271828,93822,train,17,1,16,14
1390161,93828,train,34,0,10,21
2258706,93964,train,11,6,10,12
1683367,94145,train,13,4,8,8
2124934,94164,train,8,2,16,30
2736251,94328,train,10,4,9,11
2416355,94337,train,4,3,12,2
2494180,94380,train,14,1,13,5
2434827,94382,train,9,4,17,9
2837144,94431,train,5,2,15,17
1019704,94508,train,20,6,12,7
387648,94547,train,5,4,12,30
2003234,94783,train,4,6,21,11
1186052,94812,train,5,2,15,15
3170000,94935,train,25,5,12,21
1671948,94956,train,16,6,12,6
2629052,95047,train,4,0,17,30
1362730,95165,train,4,0,14,30
1027190,95206,train,6,3,12,30
2428092,95227,train,7,6,14,30
168473,95399,train,18,2,11,16
2815894,95423,train,23,0,20,3
399721,95515,train,8,1,13,14
919768,95613,train,5,0,15,11
2398373,95649,train,25,5,16,19
1380391,95669,train,8,6,16,30
2364095,95721,train,5,3,17,1
852056,95761,train,14,4,15,17
2475511,95849,train,6,4,17,30
541244,95880,train,13,1,11,19
913070,95918,train,4,1,0,9
1549633,95925,train,22,1,9,9
338650,95967,train,100,4,14,3
2004171,95969,train,5,1,10,30
685985,96004,train,10,3,6,30
2307995,96008,train,29,4,11,5
1123673,96054,train,16,1,17,7
1410380,96276,train,6,5,14,18
2554782,96309,train,66,0,15,2
3205244,96426,train,13,5,16,14
2308528,96543,train,7,4,8,30
2669501,96687,train,5,0,9,22
2606801,96700,train,62,5,18,8
3373607,96711,train,11,1,11,30
617419,96726,train,44,0,18,13
3015410,96762,train,8,1,11,8
849534,96861,train,12,2,22,30
1259963,96903,train,9,1,8,30
1181058,96918,train,23,1,11,16
2851905,96996,train,6,2,18,30
691823,97061,train,10,0,14,8
392905,97096,train,4,0,19,30
2546332,97131,train,42,2,14,12
2269269,97359,train,18,1,18,4
2966311,97722,train,5,2,9,8
1364009,97733,train,8,6,8,11
2151280,97787,train,8,0,11,20
284859,97834,train,4,0,9,24
2255174,97975,train,22,0,19,20
55278,97991,train,8,6,14,30
741843,98129,train,7,0,9,15
2512776,98168,train,5,5,19,20
1545725,98350,train,8,4,17,15
1748911,98456,train,5,6,10,30
284076,98593,train,19,0,19,7
1014860,98627,train,40,5,17,12
3134387,98655,train,5,1,9,30
2191779,98722,train,17,6,8,7
1870170,98886,train,18,6,10,14
1043176,98892,train,7,1,12,8
603104,98905,train,30,5,15,15
2238633,98909,train,30,3,14,2
1959501,98962,train,4,3,17,30
1191023,98984,train,4,3,10,30
308054,99010,train,5,1,16,8
1124923,99023,train,26,1,10,7
342735,99052,train,37,5,8,7
1115862,99056,train,16,0,13,12
1623914,99126,train,45,6,22,7
1719501,99142,train,10,0,14,13
1112943,99218,train,22,5,17,30
39732,99285,train,32,4,21,4
2157783,99301,train,4,6,12,30
1175815,99353,train,9,5,13,27
1590823,99368,train,29,5,16,5
968680,99489,train,5,2,9,30
3214656,99540,train,23,1,11,30
3133867,99627,train,35,0,10,2
1598028,99649,train,4,1,12,30
1095339,99735,train,79,0,10,21
999605,99924,train,24,6,16,11
1830278,99937,train,25,5,12,10
1147081,99951,train,10,4,10,16
2075349,99961,train,5,1,18,30
1910087,99968,train,8,2,7,7
1269603,99978,train,4,0,13,6
1501847,100095,train,11,5,13,30
1657565,100175,train,31,3,17,12
1745263,100211,train,5,3,15,17
43443,100234,train,4,0,17,30
1409729,100303,train,5,6,22,10
1852517,100366,train,4,2,15,21
2211843,100378,train,5,0,14,30
226192,100421,train,7,5,17,30
1805075,100426,train,4,5,9,30
202281,100637,train,14,1,18,15
248159,100696,train,8,2,23,30
2678587,100711,train,37,2,9,7
2084385,100757,train,6,1,11,30
2855574,100832,train,14,0,13,30
1216743,100893,train,5,6,12,30
2079144,100990,train,61,5,14,3
2646353,101013,train,5,3,18,30
2659390,101124,train,28,5,14,6
2196205,101286,train,13,2,16,10
3316694,101469,train,6,0,21,12
497058,101635,train,4,4,10,30
743838,101637,train,8,6,20,7
2529208,101771,train,9,3,23,23
2772574,101824,train,13,0,13,19
2755945,101918,train,5,4,12,30
3410496,101958,train,10,0,11,14
2895688,102065,train,7,1,11,4
1800329,102103,train,10,2,10,30
1814023,102116,train,6,0,14,7
1417888,102158,train,16,0,13,30
1630634,102243,train,18,5,12,30
738129,102287,train,5,3,19,7
2182772,102292,train,7,1,16,30
416326,102349,train,7,4,14,30
2201679,102353,train,14,2,16,6
2424099,102366,train,16,0,8,30
1363909,102376,train,54,0,14,5
85183,102473,train,16,2,12,15
459014,102491,train,4,1,16,14
2501747,102562,train,23,5,13,30
2737504,102577,train,8,1,14,24
3381623,102583,train,10,1,15,30
2868760,102625,train,8,3,8,14
386885,102786,train,10,0,19,13
822172,102865,train,13,4,18,16
965415,103028,train,60,4,23,6
906236,103318,train,37,6,13,6
697382,103394,train,4,0,16,20
2805992,103398,train,6,0,14,8
2872508,103422,train,6,0,11,30
1851650,103434,train,28,2,11,6
207425,103514,train,20,2,12,29
1352523,103535,train,7,2,17,9
898066,103546,train,40,0,10,14
2672704,103749,train,27,1,8,3
1934346,103778,train,20,2,13,10
3056026,104178,train,27,4,12,30
2388398,104188,train,6,0,14,21
1234072,104389,train,11,4,13,16
40123,104420,train,4,2,14,30
1430062,104442,train,38,6,15,7
3401127,104475,train,8,1,12,7
1934154,104656,train,18,6,16,11
1644899,104710,train,17,0,14,27
2064965,104856,train,7,2,15,30
581235,104990,train,5,1,9,5
3369520,105049,train,12,0,12,30
793286,105215,train,16,3,12,4
200316,105355,train,45,0,11,9
1973864,105375,train,56,2,7,8
1920089,105600,train,8,6,17,14
2657994,105759,train,7,3,16,1
3113403,105940,train,7,3,7,30
118332,105943,train,5,0,9,16
1938710,106076,train,15,2,16,30
101235,106080,train,24,1,12,14
136528,106097,train,8,2,22,16
2139551,106122,train,8,2,10,9
3147373,106204,train,35,6,10,3
2131359,106279,train,17,0,7,29
1406254,106292,train,27,2,14,30
2714962,106337,train,14,4,21,7
2497320,106410,train,7,0,15,30
1558851,106459,train,4,0,14,13
1825332,106470,train,14,0,10,13
395408,106481,train,49,5,14,4
1810204,106590,train,17,2,12,30
100503,106592,train,7,6,18,30
3278532,106665,train,12,0,12,12
1846222,106704,train,14,0,10,30
3041664,106726,train,41,5,15,7
1374561,106821,train,9,1,13,9
1031521,106829,train,5,0,16,30
338348,106922,train,13,0,12,14
61280,106951,train,7,3,13,8
228658,107024,train,69,1,14,6
954245,107037,train,8,0,10,22
96148,107067,train,10,0,21,30
2822880,107182,train,23,4,15,18
1915151,107233,train,5,6,12,5
1990406,107353,train,12,3,11,8
843125,107380,train,4,0,12,14
3413100,107510,train,36,6,6,7
2431062,107576,train,4,6,14,30
1437951,107689,train,7,1,10,4
617445,107806,train,5,3,17,30
2862789,107807,train,46,2,11,2
2007269,107823,train,11,1,20,30
3018207,107853,train,7,5,22,0
139588,107910,train,13,3,9,6
3068,107976,train,9,3,14,7
3391363,108310,train,4,0,10,21
2109456,108414,train,16,3,17,7
634618,108419,train,21,3,15,10
716808,108564,train,96,4,8,7
2087,108750,train,9,4,8,5
617896,108816,train,31,4,16,5
629227,108837,train,9,0,16,6
1111523,108978,train,11,4,21,14
1285951,108986,train,15,0,15,21
286598,109012,train,4,5,15,30
326540,109067,train,5,5,17,16
1498264,109094,train,14,2,15,15
1187789,109165,train,6,4,17,25
481788,109243,train,15,6,9,6
3238381,109275,train,4,5,12,7
969512,109369,train,6,5,14,30
1556081,109453,train,7,5,19,30
744812,109492,train,7,2,10,6
1484197,109633,train,8,0,11,27
2723751,109662,train,8,0,7,20
3228836,109736,train,21,2,9,20
2259069,109787,train,25,0,20,13
319324,109970,train,25,5,9,7
2542434,110070,train,19,4,12,25
2395944,110145,train,4,4,13,30
607378,110209,train,10,3,14,21
51335,110211,train,39,3,18,5
3358666,110249,train,7,3,11,30
1551842,110324,train,8,2,11,30
2514004,110325,train,5,0,11,14
2406535,110366,train,8,3,13,30
1249404,110376,train,9,1,11,15
413274,110410,train,18,3,15,16
457874,110579,train,5,1,13,30
659886,110580,train,28,0,14,15
1644648,110666,train,7,2,19,15
950002,110730,train,12,1,10,14
1387952,110742,train,8,4,13,16
958906,110750,train,8,1,19,30
3320454,111041,train,28,2,16,8
839135,111055,train,9,2,21,30
2788818,111187,train,7,0,15,30
1457950,111230,train,8,0,11,30
924272,111314,train,7,1,16,11
1409109,111465,train,14,5,9,15
2767640,111530,train,14,2,9,4
931708,111590,train,41,1,16,7
2936596,111598,train,27,2,15,1
1206021,111694,train,12,6,21,6
3192883,111829,train,44,0,21,10
2101816,111851,train,5,2,21,30
1626479,112503,train,9,1,9,30
1280104,112656,train,12,6,7,30
631433,112759,train,10,2,21,30
506233,112803,train,12,2,10,13
561015,112944,train,7,2,23,14
1426828,112953,train,22,0,10,4
757437,112965,train,46,6,17,8
641659,113125,train,5,0,13,30
587344,113130,train,15,2,11,30
1514383,113135,train,6,1,14,21
2819021,113190,train,10,1,12,7
1660775,113192,train,5,4,15,12
1738162,113310,train,10,2,15,12
1175539,113343,train,4,0,17,30
2766182,113454,train,4,4,17,30
1713447,113459,train,12,1,11,24
1525918,113484,train,13,1,11,4
2857242,113490,train,17,3,12,30
2676365,113492,train,6,0,13,18
1306912,113522,train,6,5,10,5
779664,113622,train,4,0,16,30
2248546,113662,train,5,4,13,0
856965,113696,train,15,6,15,2
2382504,113805,train,4,1,13,30
2940159,113989,train,13,5,17,8
176414,114064,train,15,0,14,16
1580614,114150,train,29,0,8,21
817487,114250,train,21,3,11,14
1026638,114260,train,31,1,16,5
1586821,114285,train,23,0,23,13
1830633,114303,train,15,0,6,11
3003419,114503,train,9,0,9,4
3408685,114543,train,4,5,17,13
2019256,114586,train,15,3,14,30
2876521,114590,train,5,0,19,30
2149227,114631,train,7,4,16,13
2295625,114659,train,5,0,18,15
1496386,114685,train,31,5,11,14
2510802,114793,train,4,2,14,16
1210450,114832,train,10,2,22,28
1839885,114906,train,8,1,11,30
491423,115166,train,12,2,16,30
3278717,115167,train,8,3,16,30
3042331,115206,train,9,5,18,11
343869,115475,train,27,1,10,7
343610,115600,train,10,3,1,30
