order_id,product_id,add_to_cart_order,reordered
1545725,34262,14,0
831130,44580,32,0
2711951,39581,7,1
3061027,23029,23,0
1017659,40541,8,1
105733,26128,12,0
43722,43352,24,0
560337,7419,5,0
1833607,2130,13,1
2675211,5537,2,0
2406004,8041,7,1
878658,21903,18,1
3061800,33575,1,1
29750,13858,6,1
626157,40945,9,0
3376976,24024,1,1
3167268,38548,11,0
1436141,26209,5,1
1000685,41610,14,1
2340267,27548,7,0
857995,14895,7,1
1135105,13424,13,1
2000849,45066,2,1
2337940,5876,2,1
1888756,5450,3,0
1614045,32650,4,1
710927,21137,1,1
1565115,10121,3,1
2614927,18918,6,0
962814,32478,1,1
2099337,2535,4,0
540993,24235,9,1
577269,29315,4,1
451312,28745,8,1
887305,43961,10,0
377477,42443,1,1
3165522,18027,22,1
3119955,38273,6,0
2617460,34358,6,1
2212156,17333,31,0
2725772,8277,2,1
701844,46364,3,0
2460693,13629,8,1
3134889,27966,10,1
1816905,18288,14,0
822172,7014,1,1
1630634,17948,26,1
815161,18435,6,1
1333290,20014,12,1
2810696,26620,9,0
439122,22031,6,0
1729822,28204,4,0
3420895,3108,7,1
1512469,16696,3,0
131557,47209,1,1
3100214,38159,11,0
957477,49585,7,0
1973864,8529,4,1
819853,4605,20,1
1482543,43484,4,1
297082,7628,8,1
2931759,12341,1,1
81691,6000,5,0
2814426,4809,9,1
1691092,27697,1,1
3194783,13076,6,0
497058,15683,18,0
954716,432,11,1
1067879,38768,1,1
2940272,11974,7,1
76584,24184,8,1
1917882,4605,4,1
1791239,24643,6,1
713348,38015,21,1
1292925,11140,1,1
2678587,38928,1,1
341496,5769,11,0
1449699,644,8,0
2042804,8424,13,1
1645042,44785,6,1
2673128,26242,1,0
3394576,44632,13,1
2542741,15512,2,1
2488912,14104,26,0
2018548,31040,11,0
1289947,47209,1,0
718344,45183,27,0
1442205,3376,5,0
3128469,26384,6,1
2793824,43735,7,1
2668353,30391,5,1
1885626,46979,5,1
1365145,7644,1,0
2788818,25403,1,1
3340763,43713,1,0
3041233,20574,22,0
874999,42701,18,1
1268210,1614,8,0
202281,45989,17,0
2275990,36011,22,1
2515988,35140,11,1
1224655,1875,8,1
2834070,39961,12,0
3204929,23334,4,1
335011,48097,8,1
1749666,32331,1,1
8595,3896,7,1
55278,16848,17,0
1116838,38768,1,1
2288792,31995,10,0
986202,16797,9,1
855489,31506,7,0
3065755,46572,9,1
3179908,3947,6,1
3143195,27344,15,1
822017,25017,2,0
1872553,24852,2,1
425592,28745,8,1
3029598,13176,6,1
1087169,11913,2,1
1113866,18281,10,1
1084025,43279,2,1
2407797,18531,15,0
2303926,36691,10,1
119793,27730,6,0
381468,26040,10,0
3367078,45007,2,1
489969,3389,2,0
2768456,16869,7,1
2156441,47873,8,0
1523973,20332,9,1
857771,7930,1,1
2395806,5450,2,1
375970,21405,10,1
1043176,16823,1,1
1378195,39097,3,1
242994,27845,4,1
404658,8193,14,1
401586,47759,4,1
1119013,30391,7,1
1361650,42495,12,1
1410661,8558,7,1
511356,24749,11,0
1061358,37011,5,1
957446,44142,10,0
1198240,46041,2,1
363795,7353,7,1
3099234,14647,7,0
180897,36086,3,1
297586,45679,8,0
2306784,28199,12,1
362722,9065,24,0
1218677,15794,1,1
1112006,38978,1,1
3021717,41950,8,0
1180204,49235,5,1
1456882,13176,3,0
2073675,28993,10,1
2389994,24838,3,1
2405942,9839,3,1
1902858,43352,5,1
2015353,11909,19,1
2515097,10504,29,1
371052,30827,12,1
1158954,24170,39,1
3054797,14901,14,1
2738695,38609,3,0
1709280,45453,11,1
892524,25877,14,0
2581707,29875,14,0
377978,42443,2,0
2818052,12341,5,1
2221060,42265,1,1
851233,24964,33,1
3087074,45123,7,1
506233,28792,9,0
2095696,36060,11,1
2737043,45504,16,0
3033935,45599,4,0
1390728,45007,11,1
2788042,27985,6,0
981240,25659,4,0
781241,26900,1,1
2738788,11281,7,1
1954213,29256,18,1
2642566,16020,7,0
3170244,30169,5,0
1658163,16797,8,1
886285,42736,5,0
1357192,18814,2,1
2859605,38264,8,0
2199922,34034,14,1
1300897,7130,2,1
2266075,39877,7,1
2699319,5068,12,0
1869492,8518,16,1
778346,46676,7,1
2354001,33731,6,0
2437543,6799,2,1
2986385,49279,15,0
935325,37119,11,1
1437951,3389,3,1
1586821,28985,3,1
381537,22882,24,1
857517,4533,6,1
3164360,16387,17,1
851026,34605,5,1
2203814,33438,19,1
234740,14146,3,1
3349689,39877,5,0
713290,43086,4,1
1020820,15100,14,1
255693,19348,2,1
1040001,26209,5,0
1354585,34126,2,0
3484,8277,7,1
755216,34094,13,0
353498,33731,39,1
2671730,15290,14,1
1852517,2237,13,0
2068912,3798,1,1
1810646,31717,8,1
2472313,47626,4,1
2636741,40310,15,0
364582,10749,4,1
1638631,5652,13,1
2993854,4421,12,1
3331445,31992,13,0
2574810,31371,14,0
2107214,30391,14,0
1295756,47626,2,1
2768366,46908,5,1
1958771,28842,1,1
2040962,14197,8,0
1352523,33819,3,1
3239562,6184,4,0
2236526,45364,4,1
941431,46676,1,1
2589419,27065,15,1
2146702,38650,13,1
962516,7533,1,1
2145986,17224,5,1
2991946,27196,18,1
1224975,13304,20,1
2873106,21019,20,1
906236,21903,2,1
3212419,9510,8,0
2564907,42768,5,0
1582931,19846,24,1
2956404,18523,4,0
1955366,9825,3,0
2765592,31640,24,1
644853,28204,3,1
996004,43961,13,0
1721738,40338,20,0
2682845,31640,40,1
181788,10032,12,0
26820,22183,10,0
1927523,27356,17,0
2347517,35143,14,0
2406282,18394,14,1
3261021,39180,2,1
3234225,33745,2,0
1662114,28842,2,1
1244858,24852,2,1
1315474,48094,1,1
457874,48812,3,1
2249558,13176,6,0
862058,46667,5,1
2158156,21903,4,1
903541,27966,3,1
934399,4605,10,1
808857,26409,5,1
1374864,32139,8,1
1870998,3382,11,0
1251068,20114,15,0
2018476,41950,5,1
754454,93,7,1
1190887,24852,2,1
477931,44632,3,1
1715082,42265,12,1
998080,48290,2,0
3270880,39024,10,0
2640658,42895,2,1
327114,30849,6,0
1008360,42084,1,1
2042580,8670,8,0
3393751,4781,12,1
1500461,20382,9,1
3303549,16793,8,1
2234348,35951,22,1
3233932,8277,15,1
3269412,3265,4,1
1561684,40961,13,1
1390161,27845,4,1
2774867,17872,12,1
385989,13642,6,1
2388481,20114,5,0
1692969,37543,2,1
484525,21582,37,1
3253438,27521,2,0
2838543,17168,3,1
2305080,8723,3,0
2953372,28915,11,0
86834,37508,5,1
2607930,17795,1,0
887569,33937,18,1
214718,24838,3,0
854289,38747,8,0
903162,26405,1,1
1523093,5646,14,1
3344525,13263,9,1
3041664,25890,8,1
3419634,21506,20,0
1764224,1313,5,1
3307920,20142,8,1
1129850,6187,12,1
1886120,365,6,1
2194051,28985,1,1
1717836,40268,1,0
2550921,35909,1,0
1149533,3330,25,1
2096905,15981,8,0
978475,18034,8,0
2207061,30391,5,1
373658,7120,3,1
1644899,26209,37,0
1812152,13225,15,1
1669711,8670,16,0
2121648,1979,7,0
2226003,35898,15,1
2809081,29370,7,0
2407695,45019,10,0
465769,25837,6,0
3325449,16846,14,0
1536640,11182,23,0
854407,21295,20,0
805875,27695,8,1
2320248,24852,18,1
2271773,21334,7,1
1919431,29036,18,1
1362730,34126,5,0
2576298,10613,23,0
1109857,47209,19,1
1336173,27086,3,1
1701352,14479,8,1
2171121,21333,5,0
3066076,21405,15,0
1644867,40472,12,0
698752,24184,7,0
902770,35824,5,1
1501098,17630,1,1
1121279,10814,9,0
690653,27554,4,1
2046400,28590,9,1
1072808,18362,2,1
2196205,49318,6,1
2372166,41950,37,1
2254753,44641,5,0
2240614,23484,3,1
933102,9411,18,0
2892969,17747,15,0
2198831,44987,14,1
770216,40338,10,0
1472095,7156,6,1
1274954,21903,11,1
2371059,46842,6,0
1907502,4920,1,0
1870906,31575,20,1
678985,8193,17,0
147575,17723,22,1
2324483,32455,2,1
888460,26940,5,1
3106240,12667,1,1
2911059,21267,20,0
533648,41351,7,0
3196716,39275,17,0
292688,41950,5,1
722905,31714,8,0
263321,47333,5,0
942964,33873,1,1
2496734,31961,2,1
3310541,22034,13,0
2306425,21903,3,1
2720211,685,32,0
1438970,38277,16,0
1675105,8518,11,1
1489846,21137,5,0
1408357,49509,2,1
2702975,1094,10,1
2336557,47029,1,1
2536754,14161,1,1
2060637,26897,9,0
223435,4086,40,0
3401127,44632,15,0
2656747,8490,16,1
778432,32030,3,1
880713,47766,3,1
1667549,7992,12,1
1104869,47145,5,1
1665692,36664,1,1
2589988,12955,3,0
2694333,18686,15,0
2323577,16803,25,0
315977,29926,8,0
864620,18434,9,1
324993,46906,3,1
2862789,15937,2,1
1479373,29144,6,1
2102312,5450,15,1
674780,3840,3,1
967195,13219,3,1
2777480,25072,12,0
569915,48301,12,0
3341511,37349,9,0
1096653,26209,7,1
2562121,47788,3,1
2175034,46475,10,0
3284043,46812,8,0
2961194,2240,2,1
377810,19048,29,1
1003358,5212,11,1
1180826,41178,15,0
1021592,17794,10,1
2408705,22935,8,1
233714,3016,6,0
207817,40761,7,1
3068,5258,1,1
2120718,8529,11,0
794356,10909,16,0
968680,27104,2,1
16117,43875,7,1
1059499,18352,17,1
1387952,45570,14,0
349225,21137,4,1
1282581,40555,8,0
909171,29487,4,0
1841493,34126,25,1
2227579,22825,5,1
825795,37966,10,1
2045824,2192,17,0
2679875,45014,14,0
281238,25246,11,1
1689866,41461,12,1
2301112,10673,11,1
178648,21903,8,1
1108968,39388,5,1
229212,8193,1,0
2378435,28378,39,0
1672752,19348,3,1
2182772,21137,3,0
1242203,21903,2,1
799833,47792,4,0
3346063,47141,1,1
40123,11292,2,0
3072356,38028,9,0
669276,10246,6,0
519991,5748,1,1
1922210,43490,22,0
956190,35622,10,0
1280104,48131,3,0
3349430,37646,4,1
2349884,22935,25,1
2507383,47626,7,1
627760,49508,19,0
1913614,40706,1,1
2657994,1263,10,0
238127,24964,15,1
1499884,41602,8,0
545090,41860,1,1
1187106,13870,2,1
1391578,40868,8,0
1903039,31720,3,1
525135,7503,18,1
3273798,17902,16,0
1890202,34050,19,0
1983833,46667,7,1
1434316,18370,17,1
3027878,25946,5,0
1389858,37940,4,0
870033,13176,3,1
1074424,31553,16,0
337549,26221,13,0
1881456,44683,11,0
3046897,4472,6,1
1933910,18409,5,0
2935657,24799,12,1
654635,4584,12,0
459014,10957,4,1
1651642,44378,6,0
856024,29873,6,0
2228820,43631,5,1
277582,42479,10,1
902373,35372,19,1
2475511,24830,1,0
3324972,25890,24,1
384639,6187,23,0
2013896,17878,2,0
627481,17550,4,0
367504,4296,10,0
885860,23644,1,1
2944805,44267,4,1
1329262,38739,11,0
2499597,28156,26,0
546132,15873,10,0
730854,20042,15,0
1437835,43967,28,0
2171669,41453,1,1
1139025,27344,12,1
2211105,13457,21,1
1826309,12640,1,1
1526081,11520,2,1
3169865,42693,5,0
1147081,39657,5,1
109090,5258,1,1
2811965,33000,12,0
720627,46584,27,0
2036041,43190,18,1
2576298,47977,15,0
2643148,28535,4,0
1555120,3599,6,1
1575521,34731,11,0
133473,27246,12,0
2192851,34993,18,0
1208645,34969,1,1
186561,6184,1,1
2054400,47766,5,1
2444113,8638,14,1
94366,33754,20,1
1116775,41178,7,0
609306,4306,3,1
2195584,22677,7,1
1641144,13870,16,1
2819021,13176,1,1
1369416,35042,24,0
2031910,21769,3,0
680662,42768,4,0
504018,27544,16,0
2990754,11136,7,0
634572,40706,5,1
1368209,7515,9,1
3132216,24799,10,1
31692,47209,6,1
1536326,10427,1,0
3099309,3935,10,0
3164507,30391,10,1
43194,36695,1,1
809469,20114,13,1
2935275,17399,2,0
3297110,43961,17,1
1124923,11710,5,1
191912,20621,5,1
3071827,47616,8,0
96148,21938,4,0
631433,28745,3,1
3172662,9339,5,1
1247313,47955,9,1
196149,24654,19,0
1649120,48697,5,0
2921767,40706,3,1
1371172,32689,1,1
3073140,43129,6,0
1650972,36695,14,0
2121723,12852,1,0
2911446,19057,4,1
1035709,4978,27,1
3408685,13027,15,1
64652,5618,7,1
968014,32177,10,0
2461949,21938,3,0
1483968,6867,16,0
812581,24852,7,1
1907811,30558,8,1
2818093,432,6,0
1511783,33129,16,0
2500369,42701,7,1
508423,32200,20,1
433032,21386,2,1
1574265,15576,21,0
551676,23417,6,0
387648,34582,19,1
2049554,47626,6,1
2772309,14715,12,1
3153851,40396,4,1
494327,397,2,0
558998,26301,20,1
2480145,33178,1,0
1081770,5077,1,1
3294536,14715,1,1
1271828,27966,7,1
1814023,48679,31,0
1586533,14702,9,1
796397,7035,3,0
3270657,49416,4,1
2855925,12075,6,0
4801,2124,9,0
66092,35042,7,1
2563053,26454,11,1
364310,41009,5,1
1391998,25890,14,1
425852,39275,12,1
1457950,35561,2,0
89159,27845,18,1
1511783,41068,5,1
1003391,39132,27,1
1652080,5652,2,0
2940159,29987,9,1
1476584,16450,20,0
1893594,19660,2,1
2003234,26040,28,0
3169889,15028,4,1
1732317,47766,1,1
1005487,39561,5,0
2218299,34466,9,1
2335762,47570,10,1
1496343,22416,8,1
1071095,6740,3,1
2932939,36790,13,1
2143933,34335,12,1
2608948,43209,13,0
1285951,29483,4,1
2459064,27966,1,1
965720,49520,4,1
2836995,890,10,0
1187354,30233,2,1
1615787,37734,15,0
426527,26209,16,1
2411552,13176,3,1
2041610,7923,7,0
1990406,5428,2,1
2991946,34126,11,1
2715415,47626,6,1
100503,7644,11,1
3211730,10558,3,1
1862842,33120,7,1
2376264,39620,37,1
2718235,21903,6,1
1325040,46061,4,1
2456075,29363,11,1
1887316,13554,19,1
176435,3651,2,0
920634,19057,17,0
3278532,28289,12,1
2673760,13093,21,1
3044116,13176,3,1
1234072,9327,6,1
2405413,42615,1,1
3029374,21938,8,0
3357719,31848,2,0
2865125,40310,10,1
2264166,24184,11,0
395408,34105,16,1
2097679,21513,24,0
1433262,31102,3,0
1863378,13378,3,1
905404,196,1,1
248069,16759,5,0
1282827,3382,27,1
3138726,22963,9,1
3246632,10500,2,1
1037024,26317,23,0
2725509,35939,20,1
1746140,44142,12,0
527563,3385,4,1
677693,13176,6,1
6842,23840,50,1
1659639,24235,3,1
1374561,38028,14,0
2873992,20345,9,1
2022893,22849,37,1
1124393,41539,1,1
478890,33198,5,1
1163680,42353,9,0
581950,97,6,0
395016,6295,4,1
1150855,46041,16,0
1451093,19845,9,1
2954102,8571,2,1
2968020,29370,13,0
3259724,26032,20,0
3355119,2275,3,1
2159241,32650,20,1
125527,21610,15,1
804306,45086,3,1
135341,2078,9,0
2830592,19863,11,1
991621,23516,9,0
963887,10255,19,0
1632943,23909,6,0
1276175,12341,7,0
401332,28379,10,1
2286790,13819,5,0
1295948,27548,16,1
2462343,49235,1,1
959236,46820,1,1
1326341,12816,26,1
3383615,7206,13,0
1780895,36550,5,1
2632950,5876,12,1
2296079,10527,1,1
671270,24382,20,0
1956619,31927,1,0
2591157,42265,10,1
886798,14778,16,1
1716614,33098,3,1
556498,12595,3,1
852056,18811,23,0
1562190,13198,2,1
2476974,31181,21,0
2640621,5025,17,0
2398373,9663,9,1
1003143,29346,11,0
244571,45066,2,1
3278717,28309,18,1
262442,39858,2,0
1017914,8465,8,1
2902536,22915,15,0
1623914,33407,28,1
783164,24891,4,1
2590675,24852,5,1
2856228,45007,10,1
2414032,19691,18,0
653825,5258,1,1
2552420,29785,10,0
2458495,365,12,0
137924,42768,25,1
2584075,37935,9,1
1162020,5313,5,0
2516653,30305,11,1
614899,23233,4,1
1202935,42210,17,1
3330540,20588,22,0
2823861,39275,3,1
684229,19051,21,1
2024160,24799,5,1
2522051,49235,5,1
2243586,44953,1,1
1515281,23879,16,0
1985245,1240,4,1
2742437,47626,3,0
1257305,35221,1,1
3391363,7693,22,0
624351,4920,20,0
1496386,47626,7,1
1090854,7736,14,1
2211703,31433,7,0
1472095,22935,9,0
2701862,17600,12,0
3320610,41148,6,1
3105215,44361,6,1
2851905,12909,4,0
759988,24235,2,1
28894,44359,2,0
1852694,9360,11,0
3242054,49588,3,0
2970017,13740,5,0
408369,41844,8,1
342735,48364,1,0
2956167,32747,13,1
2272463,3500,12,1
2191779,43086,5,1
1890287,18439,3,1
1805024,4472,1,1
3410496,42948,7,0
1970486,29780,1,1
1380041,10878,10,0
2371442,25890,23,1
2183662,25753,6,0
3248174,27045,4,1
2946631,48679,22,1
781693,24838,2,1
1733447,30007,5,0
3381623,13176,6,1
1777215,21463,2,1
448367,21053,3,0
1059486,6615,1,0
2961350,20995,4,1
1233616,27521,32,0
1625083,17948,3,1
1175447,6131,24,0
798068,35951,10,1
1851650,24841,3,1
2791601,24184,4,0
954245,15392,6,0
2317763,45007,5,1
1394331,31985,6,0
2524720,18027,8,0
2673461,5605,15,0
256845,13031,4,0
3121302,4862,13,0
1573259,11068,1,1
1784728,33627,2,0
2574308,42342,7,0
2582855,49235,7,1
629040,16145,7,0
1490821,21616,6,1
779597,17979,5,1
2896414,7079,2,1
1891836,25494,7,0
526801,41220,11,1
767238,40199,6,1
2620315,43463,5,0
3018207,44632,7,1
3130070,24852,1,1
1207186,15424,13,1
76249,39160,18,0
1486036,32768,14,1
3247631,13170,2,0
2763085,14941,13,1
1773052,46979,1,1
1991115,42495,11,1
3369520,4942,6,1
2887125,27217,1,1
2849394,43113,8,1
2541752,21562,2,1
3046837,29328,8,1
1952084,23909,16,1
3312869,21137,8,1
893658,24649,2,0
3052876,28934,9,0
2261834,28761,23,0
3419158,41290,3,1
146782,18023,1,0
253505,41787,4,1
2238633,49383,1,0
383692,47977,6,0
2831886,38689,3,1
2605670,31869,1,1
2710428,26910,2,1
1693644,27845,11,1
466750,24852,2,1
1367373,31720,2,0
3320651,22825,20,1
710107,11068,3,1
1642368,23926,16,1
1126211,4182,6,0
2109456,3020,7,0
1100380,24852,5,1
2676365,24123,6,0
560229,39984,15,0
591773,43530,1,1
406500,45447,2,0
2690685,10017,3,1
543096,42265,1,1
469287,1039,20,1
856987,39877,9,1
790068,44628,10,0
242631,48775,9,0
555581,4451,14,1
2529208,44399,37,0
2641634,44479,9,1
628237,5876,14,1
1074693,9076,20,0
738129,15417,12,1
2010652,39408,2,1
1206021,46906,3,1
1219929,30720,17,1
547558,84,13,1
2072225,37942,1,0
2256293,25133,11,0
1080823,17275,19,1
1544831,29553,24,0
3069536,31912,1,0
2822161,30668,16,1
2985571,36557,1,1
3397701,47788,1,1
887177,5603,30,1
54344,4605,16,1
2542434,43073,8,1
1289338,14715,1,1
1191023,2667,3,0
2419358,44632,18,1
1186052,42265,4,1
2508538,44375,7,1
2043219,38256,11,1
129002,15424,1,1
486388,42265,8,1
2530661,21903,2,1
725476,39984,6,1
2124934,20995,4,0
2605634,46993,13,1
965720,49191,7,1
2303078,20382,1,1
976238,28278,1,1
1427924,18523,12,1
471346,23375,12,1
1858178,48455,3,1
391003,33754,4,1
3333354,22087,22,0
3292695,44098,7,1
2406282,40571,7,1
668637,8744,11,0
1394407,42265,1,1
1159086,26800,17,0
14172,42450,4,1
508032,12980,14,1
1602140,35898,10,0
1502790,8309,3,1
3041791,30489,5,1
3413100,38689,8,1
1154822,29506,6,0
1809078,31487,9,1
2031773,36434,23,1
1035591,7021,8,0
2118692,21137,3,1
1941094,27629,17,1
2329546,11494,6,0
3045255,19173,7,0
618887,35951,4,0
852935,35505,3,1
2460363,24964,3,1
86977,32455,3,1
2101816,14858,4,0
1591,9387,17,0
581421,13517,1,1
3394025,38890,10,0
930789,23288,7,1
1743524,5210,9,1
1249404,30489,3,1
1133247,23716,2,0
186104,38456,18,1
3240466,26149,5,1
2707394,40396,4,1
2831788,48559,15,0
3249042,32402,6,0
2908061,24799,3,1
764675,39721,20,1
2810489,48825,9,0
514671,4796,9,0
1242337,5912,3,1
510036,47492,5,1
1133796,43662,2,1
248159,8424,9,1
2589284,30391,2,0
2758804,44234,17,0
680616,7761,18,0
1377150,32095,5,0
1249517,18465,16,0
3320454,23375,3,1
1221059,47209,28,0
2063145,6104,4,1
926344,6402,3,1
2802875,26209,3,1
1469840,29805,12,0
2894097,45066,15,1
1653867,31553,16,1
3189446,5024,13,0
1181058,34466,3,1
2493945,34220,3,1
2234294,23537,5,0
3378984,18382,10,1
2087,5612,3,0
34029,27999,10,0
3044128,39495,7,1
2572698,31912,1,1
1917797,29095,3,1
2076983,39275,4,1
650594,41192,2,1
2376860,27966,8,1
3182466,21582,2,1
46254,15820,1,1
1947161,38200,3,1
18905,35561,2,1
2271195,48925,11,1
2799858,27966,28,1
1699405,11277,3,0
1310457,36386,3,1
2737504,43352,4,0
723720,32734,13,1
3292703,38349,13,0
3420996,29118,8,0
2545817,7300,5,1
2795247,40216,8,0
2734966,2708,2,1
105951,40268,38,1
69363,23644,5,1
191438,38164,21,0
2610246,24850,7,0
2068968,37158,5,1
36804,24235,17,0
3117692,8192,1,1
1647194,44632,12,0
637580,5258,1,1
939192,12620,8,0
380940,48310,4,1
1459811,22418,10,0
1608560,45229,5,1
1500639,33788,1,1
38611,31564,2,1
1549633,3820,17,0
477931,26604,2,1
469973,10312,11,1
1805075,45260,7,0
1295707,12872,23,1
1008423,43789,11,0
1508568,33452,1,0
1377967,48527,4,1
3344576,26882,5,0
2014327,5991,18,1
2326916,17872,6,1
237171,434,6,0
200316,18659,16,0
326986,40683,11,0
1599598,19348,12,0
2284631,44449,13,1
1736554,36685,2,1
3376171,6343,8,1
1284756,651,20,0
3223024,14652,13,1
1167124,27966,2,1
1220615,46667,32,1
642190,22598,7,0
2132911,47800,13,1
1588632,33178,6,1
2269269,30406,3,1
541933,46516,12,1
1830633,4605,15,1
1489545,26314,4,1
2140634,21333,15,1
2320248,37388,16,0
2758804,23410,12,0
2600329,19125,18,0
1792967,44580,1,0
1934154,33521,5,1
176414,7350,4,1
1409114,34887,20,1
390929,39966,2,0
732511,36676,2,1
1581655,39911,17,1
392905,43845,14,0
708143,43279,5,1
744812,34466,4,0
1455034,47209,11,1
1156256,33754,19,1
3329665,47209,1,1
741843,27845,1,1
1204164,38687,3,0
343869,14715,21,0
1775559,18441,7,1
1754998,41694,2,0
320796,38751,3,1
677378,47114,3,0
3054234,49086,2,1
2486749,49664,10,0
1254937,28862,18,1
1339931,30450,4,0
339240,2010,2,1
3359321,4461,9,0
2359522,10978,23,0
2892268,21709,3,1
783339,5818,14,0
1033774,19678,7,1
2788490,46522,17,0
341238,47209,5,1
1037363,24852,3,1
3353496,32369,41,0
1031188,7398,7,1
609243,12206,5,1
2258706,34619,6,1
2032614,13578,2,0
2669501,22882,1,0
819751,45989,5,1
3338296,9739,2,1
959242,16245,15,0
529113,12845,6,0
646574,34358,1,1
2668353,1516,8,1
621694,49235,6,1
1909334,46361,4,1
3296107,11856,1,1
1683367,12341,6,1
218237,30391,1,1
429377,42719,10,1
1818483,26488,15,0
2009216,21137,3,1
1305516,16747,3,0
931708,20995,7,1
2667079,32734,12,1
2729029,4753,16,1
3283453,33303,9,0
262339,34688,9,1
2295625,48148,15,0
612873,47766,1,1
412405,35762,5,1
491423,12125,9,0
1115862,26209,16,1
3402855,27356,31,0
374310,17281,7,0
880091,21903,2,1
1553090,14650,6,1
2191771,34448,4,1
1694345,7175,13,0
1648483,45504,5,1
1125368,34735,11,0
587344,4302,8,0
2483317,11182,13,1
3103358,31714,5,1
2234481,35383,11,1
1438232,11121,10,1
1031521,22395,2,0
230000,26503,8,1
2835323,39275,1,1
1525887,12341,5,1
2494180,4210,17,1
2259069,4605,4,1
3035313,43673,11,0
3117383,21137,10,1
222674,45633,4,1
724782,17264,12,0
589268,37625,6,0
2078453,47526,6,1
1207399,24759,2,1
2634458,2573,11,0
3219113,24197,28,0
1365963,9203,6,0
3260222,8251,12,1
1465066,31766,5,1
908061,21938,12,0
555930,8424,33,0
842204,33000,4,0
629227,23854,15,1
1482104,20228,10,0
2994672,44824,3,0
861390,21463,5,0
1514383,40136,12,1
1427514,45504,1,1
564063,23601,14,0
1048543,4957,6,1
1662114,34126,6,1
2808014,37033,21,0
1176861,35898,12,0
1993469,13914,4,1
1999666,18670,4,1
1964705,34431,5,0
3042506,1747,4,1
1581031,28985,11,1
2102129,24831,6,1
1710435,18523,12,0
282411,21137,11,0
2657344,32429,5,1
2483596,21137,7,1
2538673,7328,23,0
725345,30391,9,1
428093,38689,10,1
1020680,5886,8,0
3405148,49248,8,1
266930,35951,8,0
2023400,13733,11,0
3408875,32851,13,0
3329102,43394,12,1
482532,5450,11,0
3117330,39092,21,0
2617807,24852,12,1
1845506,8670,8,1
2646353,13176,5,1
416414,36333,22,0
1306912,48109,5,1
1777738,2825,8,0
2895688,29574,1,1
919401,28378,6,0
2742787,11265,16,1
3399385,47626,7,0
1488081,27477,1,1
1810204,1003,3,0
849608,44912,6,0
1695309,10749,8,0
2616843,3560,1,1
860718,22759,2,1
3214656,6336,9,0
511042,20842,10,1
948923,21137,1,1
2193405,35914,5,0
2358926,45066,15,0
1558851,2452,1,0
226192,39620,15,1
544693,47209,16,1
3359968,44548,18,0
839600,42356,1,1
2639316,22035,15,0
1520876,44097,7,0
1113086,43713,11,1
2876521,810,25,1
809761,29594,23,0
3277442,5068,2,1
2868760,44335,1,0
497814,45007,12,0
168237,18918,8,0
708529,44142,15,1
3338468,47626,4,1
530848,44359,10,1
1591262,30272,10,0
2782157,27156,18,1
1501656,39408,3,1
3082418,37646,10,1
825312,42719,2,1
598001,27706,17,0
2766182,23630,7,0
50283,4059,5,0
1247951,3583,7,1
2036604,40706,6,1
2817611,39928,11,1
2554782,47211,1,1
1839885,44585,7,0
1755762,34660,7,1
265095,25718,1,1
1955874,33825,15,1
2480277,45104,1,1
1326764,32843,8,1
3122846,21333,22,1
691823,24137,31,0
154100,29987,3,0
2691174,16249,1,1
1155050,48309,5,1
2037612,7781,5,0
2265517,27104,1,0
2207979,24810,3,1
2149227,38159,1,0
2134877,9387,7,0
2606801,36425,3,1
2459609,21715,7,0
3094342,39891,3,1
1631632,31553,4,1
1236880,39732,6,0
562031,40251,2,0
2645274,40449,7,1
3039513,46417,2,1
297648,40311,2,0
2587546,12078,3,0
2627956,11182,9,1
3198267,1447,13,0
920063,26209,16,0
2498854,22035,3,1
1696852,4620,5,0
1396786,4605,7,1
3285238,12741,6,1
503576,41787,5,1
2360099,48745,17,1
69944,8154,6,1
1955010,30696,1,1
2371155,10,4,0
2635431,46654,7,1
2520526,30753,25,1
1078008,44632,7,1
2842491,39891,15,0
1753471,39408,12,1
2529112,19691,2,1
3316694,31553,8,1
3393506,14645,17,0
2900281,2326,7,1
2597557,7840,4,0
3408567,21903,13,0
581235,38890,8,1
796560,32109,9,1
1680811,13877,6,0
2169408,41453,4,1
2197080,43262,3,1
161640,27336,16,0
1247458,28985,1,1
2390481,13535,6,0
603104,10199,17,0
2593388,9270,9,0
404794,2272,3,1
2877663,26307,18,0
198841,28099,6,1
731277,19578,1,0
2415567,24852,3,0
2068463,40064,1,1
819768,15599,2,1
1470222,43352,5,1
3301012,14233,4,1
1726919,4462,18,1
3379400,47185,6,1
3252083,32211,6,1
2148787,27845,1,1
54344,47626,17,1
78382,35420,4,1
1934346,18811,11,1
2356753,31717,21,1
1426364,11520,3,1
2611648,24852,13,0
2298341,2120,1,1
2343201,19946,3,0
2453344,38959,4,1
2930731,12779,8,1
210317,21011,3,1
1848169,13176,6,1
636616,17095,15,0
111661,47144,1,1
3358666,18027,1,1
1541175,21405,6,0
1518754,22218,8,0
1385174,8859,23,1
2728498,41065,12,0
656865,27966,6,0
344376,21137,1,1
2832313,7704,7,0
2105107,26209,3,0
2747091,18465,2,1
3402393,8230,13,0
2588728,22750,7,0
1934139,13852,6,1
2271558,8021,17,1
108611,39928,1,1
2162847,34969,6,1
1654007,3098,4,1
976276,7411,6,1
2737657,19048,16,0
